Tipo Contenedor;Distrito;Tipo Vía;Nombre;Número;LONGITUD;LATITUD;DIRECCION
RESTO;VILLA DE VALLECAS;CALLE;de los Montes de Toledo;;-3,620341;40,378163;Calle  de los Montes de Toledo,
RESTO;VILLA DE VALLECAS;CALLE;de la Sierra de Encinares;;-3,62022;40,3808951;Calle  de la Sierra de Encinares,
RESTO;VILLA DE VALLECAS;PLAZA;de la Peña de Cavero;;-3,621737;40,3730371;Plaza  de la Peña de Cavero,
RESTO;VILLA DE VALLECAS;CALLE;de Jesús del Pino;;-3,623722;40,3814041;Calle  de Jesús del Pino,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6545521;40,3846741;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;CALLE;de María Paz Unciti;;-3,663999;40,3932461;Calle  de María Paz Unciti,
RESTO;PUENTE DE VALLECAS;CAMINO; de la Venta del Pájaro;;-3,655243;40,3856401;Camino  de la Venta del Pájaro,
RESTO;PUENTE DE VALLECAS;CALLE;de Peña Gorbea;;-3,667943;40,3959671;Calle  de Peña Gorbea,
RESTO;PUENTE DE VALLECAS;PLAZA;de Cuelgamuros;;-3,660819;40,40451;Plaza  de Cuelgamuros,
RESTO;PUENTE DE VALLECAS;CALLE;de Melquíades Biencinto;;-3,670007;40,3965021;Calle  de Melquíades Biencinto,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6539779;40,3846861;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6543321;40,3846821;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;CALLE;de López Grass;;-3,659659;40,398181;Calle  de López Grass,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,654772;40,3846941;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;CALLE;del Río Iguazú;;-3,6514939;40,3857241;Calle  del Río Iguazú,
RESTO;PUENTE DE VALLECAS;CALLE;de Venancio Martín;;-3,6581201;40,3972381;Calle  de Venancio Martín,
RESTO;PUENTE DE VALLECAS;CALLE;de Venancio Martín;;-3,65857;40,3966661;Calle  de Venancio Martín,
RESTO;PUENTE DE VALLECAS;CALLE;de Venancio Martín;;-3,6588489;40,396363;Calle  de Venancio Martín,
RESTO;PUENTE DE VALLECAS;PLAZA;del Gobernador Carlos Ruiz;;-3,661424;40,393299;Plaza  del Gobernador Carlos Ruiz,
RESTO;PUENTE DE VALLECAS;CALLE;de Peña Gorbea;;-3,6671069;40,395689;Calle  de Peña Gorbea,
RESTO;CARABANCHEL;;;;-3,753029;40,369716;,
RESTO;PUENTE DE VALLECAS;CALLE;de Melquíades Biencinto;;-3,669862;40,3967051;Calle  de Melquíades Biencinto,
RESTO;PUENTE DE VALLECAS;CALLE;de Pico Clavero;;-3,666717;40,401359;Calle  de Pico Clavero,
RESTO;PUENTE DE VALLECAS;CALLE;de los Picos de Europa;;-3,661829;40,395634;Calle  de los Picos de Europa,
RESTO;PUENTE DE VALLECAS;CALLE;de Rogelio Folgueras;;-3,658658;40,3938561;Calle  de Rogelio Folgueras,
RESTO;PUENTE DE VALLECAS;CALLE;de Peña Gorbea;;-3,667691;40,39589;Calle  de Peña Gorbea,
RESTO;PUENTE DE VALLECAS;CALLE;de Peña Gorbea;;-3,666515;40,395508;Calle  de Peña Gorbea,
RESTO;PUENTE DE VALLECAS;CALLE;de la Concordia;;-3,665825;40,395145;Calle  de la Concordia,
RESTO;PUENTE DE VALLECAS;CALLEJON;de los Milagros;;-3,6666119;40,396456;Callejón de los Milagros,
RESTO;PUENTE DE VALLECAS;CALLE;de Venancio Martín;;-3,658474;40,39733;Calle  de Venancio Martín,
RESTO;CARABANCHEL;CALLE;del Francolín;;-3,742395;40,3844491;Calle  del Francolín,
RESTO;CARABANCHEL;CALLE;de Joaquín Rivero;;-3,750935;40,373763;Calle  de Joaquín Rivero,
RESTO;CARABANCHEL;CALLE;de San David;;-3,706732;40,395046;Calle  de San David,
RESTO;CARABANCHEL;CALLE;de Víctor Manuel III;;-3,720953;40,3896221;Calle  de Víctor Manuel III,
RESTO;CARABANCHEL;CALLE;de la Amistad;;-3,739278;40,3895981;Calle  de la Amistad,
RESTO;CARABANCHEL;CALLE;de Favila;;-3,726178;40,395481;Calle  de Favila,
RESTO;CARABANCHEL;CALLE;de Favila;;-3,726784;40,395329;Calle  de Favila,
RESTO;CARABANCHEL;CALLE;de Jacobinia;;-3,749728;40,376918;Calle  de Jacobinia,
RESTO;CARABANCHEL;CALLE;de Pérez Escrich;;-3,723233;40,394884;Calle  de Pérez Escrich,
RESTO;CARABANCHEL;CALLE;de Amalarico;;-3,7298501;40,394604;Calle  de Amalarico,
RESTO;CARABANCHEL;CALLE;del Girasol;;-3,749443;40,369954;Calle  del Girasol,
RESTO;CARABANCHEL;CALLE;de la Alberca de Záncara;;-3,742006;40,3745061;Calle  de la Alberca de Záncara,
RESTO;CARABANCHEL;PLAZA;Seis de Diciembre;;-3,750054;40,3736421;Plaza  Seis de Diciembre,
RESTO;CARABANCHEL;CALLE;de Urogallo;;-3,72262;40,3891291;Calle  de Urogallo,
RESTO;CARABANCHEL;CALLE;de San Niceto;;-3,725508;40,392025;Calle  de San Niceto,
RESTO;CARABANCHEL;CALLE;de Tinamús;;-3,723175;40,3891911;Calle  de Tinamús,
RESTO;CARABANCHEL;CALLE;de Josefa Fernández Buterga;;-3,718833;40,3916111;Calle  de Josefa Fernández Buterga,
RESTO;CARABANCHEL;CALLE;de Fernando González;;-3,721391;40,391919;Calle  de Fernando González,
RESTO;CARABANCHEL;CALLE;de Francisco Guzmán;;-3,727311;40,385434;Calle  de Francisco Guzmán,
RESTO;CARABANCHEL;CALLE;de la Radio;;-3,722847;40,392368;Calle  de la Radio,
RESTO;CARABANCHEL;CALLE;de Eurico;;-3,7274509;40,394575;Calle  de Eurico,
RESTO;CARABANCHEL;CALLE;de la Guitarra;;-3,75284;40,3715121;Calle  de la Guitarra,
RESTO;CARABANCHEL;PLAZA;de Méndez Parada;;-3,732144;40,3841211;Plaza  de Méndez Parada,
RESTO;USERA;CALLE;del Ángelus;;-3,701573;40,3824581;Calle  del Ángelus,
RESTO;USERA;CALLE;de San Magín;;-3,714124;40,384719;Calle  de San Magín,
RESTO;USERA;PLAZA;de Angélica Señora;;-3,6989191;40,382998;Plaza  de Angélica Señora,
RESTO;USERA;CALLE;de la Media;;-3,707619;40,386316;Calle  de la Media,
RESTO;CARABANCHEL;;;;-3,752409;40,3685771;,
RESTO;VILLAVERDE;CALLE;de Estroncio;;-3,688953;40,347443;Calle  de Estroncio,
RESTO;CARABANCHEL;;;;-3,7505;40,3667541;,
RESTO;VILLAVERDE;CALLE;de Lazcano;;-3,694417;40,352192;Calle  de Lazcano,
RESTO;VILLAVERDE;CALLE;de Turba;;-3,685193;40,349279;Calle  de Turba,
RESTO;VILLAVERDE;TRAVESIA;de Palomares;;-3,709183;40,346728;Travesía de Palomares,
RESTO;VILLAVERDE;CALLE;de Francisco del Pino;;-3,691759;40,3497041;Calle  de Francisco del Pino,
RESTO;VILLAVERDE;CALLE;del Doctor Pérez Domínguez;;-3,70655;40,347042;Calle  del Doctor Pérez Domínguez,
RESTO;VILLAVERDE;CALLE;de Gregorio Ortiz;;-3,705962;40,34372;Calle  de Gregorio Ortiz,
RESTO;VILLAVERDE;CALLE;de Nuño Gómez;;-3,716552;40,343945;Calle  de Nuño Gómez,
RESTO;VILLAVERDE;CALLE;de Eduardo Minguito;;-3,688166;40,3484991;Calle  de Eduardo Minguito,
RESTO;VILLAVERDE;CALLE;de Eduardo Minguito;;-3,686802;40,348608;Calle  de Eduardo Minguito,
RESTO;VILLA DE VALLECAS;CALLE;San Juan de la Peña;;-3,621578;40,3818941;Calle  San Juan de la Peña,
RESTO;VILLA DE VALLECAS;TRAVESIA;de la Sierra de Guadalupe;;-3,6249839;40,381805;Travesía de la Sierra de Guadalupe,
RESTO;VILLA DE VALLECAS;CALLE;de Nuestra Señora de la Torre;;-3,623852;40,379276;Calle  de Nuestra Señora de la Torre,
RESTO;VILLA DE VALLECAS;CALLE;del Pico de la Cierva;;-3,617937;40,3786251;Calle  del Pico de la Cierva,
RESTO;VILLA DE VALLECAS;CALLE;de la Sierra de Encinares;;-3,62022;40,3808951;Calle  de la Sierra de Encinares,
RESTO;VILLA DE VALLECAS;PLAZA;de la Peña de Cavero;;-3,621737;40,3730371;Plaza  de la Peña de Cavero,
RESTO;VILLA DE VALLECAS;CALLE;de Jesús del Pino;;-3,623722;40,3814041;Calle  de Jesús del Pino,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6545521;40,3846741;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;PLAZA;de Martínez de la Riva;;-3,664895;40,391559;Plaza  de Martínez de la Riva,
RESTO;PUENTE DE VALLECAS;CALLE;de María Paz Unciti;;-3,663999;40,3932461;Calle  de María Paz Unciti,
RESTO;PUENTE DE VALLECAS;CAMINO; de la Venta del Pájaro;;-3,655243;40,3856401;Camino  de la Venta del Pájaro,
RESTO;PUENTE DE VALLECAS;CALLE;de Peña Gorbea;;-3,667943;40,3959671;Calle  de Peña Gorbea,
RESTO;PUENTE DE VALLECAS;CALLE;de Melquíades Biencinto;;-3,670007;40,3965021;Calle  de Melquíades Biencinto,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6539779;40,3846861;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6543321;40,3846821;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;CALLE;de López Grass;;-3,659659;40,398181;Calle  de López Grass,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,654772;40,3846941;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;CALLE;del Río Iguazú;;-3,6514939;40,3857241;Calle  del Río Iguazú,
RESTO;PUENTE DE VALLECAS;CALLE;de Venancio Martín;;-3,6581201;40,3972381;Calle  de Venancio Martín,
RESTO;PUENTE DE VALLECAS;CALLE;de Venancio Martín;;-3,65857;40,3966661;Calle  de Venancio Martín,
RESTO;PUENTE DE VALLECAS;CALLE;de Venancio Martín;;-3,6588489;40,396363;Calle  de Venancio Martín,
RESTO;PUENTE DE VALLECAS;PLAZA;del Gobernador Carlos Ruiz;;-3,661424;40,393299;Plaza  del Gobernador Carlos Ruiz,
RESTO;PUENTE DE VALLECAS;CALLE;de Peña Gorbea;;-3,6671069;40,395689;Calle  de Peña Gorbea,
RESTO;PUENTE DE VALLECAS;CALLE;Dieciocho;;-3,650097;40,386974;Calle  Dieciocho,
RESTO;PUENTE DE VALLECAS;CALLE;de Melquíades Biencinto;;-3,669862;40,3967051;Calle  de Melquíades Biencinto,
RESTO;PUENTE DE VALLECAS;CALLE;de Pico Clavero;;-3,666717;40,401359;Calle  de Pico Clavero,
RESTO;PUENTE DE VALLECAS;CALLE;de Rogelio Folgueras;;-3,658658;40,3938561;Calle  de Rogelio Folgueras,
RESTO;PUENTE DE VALLECAS;CALLE;de Peña Gorbea;;-3,667691;40,39589;Calle  de Peña Gorbea,
RESTO;PUENTE DE VALLECAS;CALLE;de Peña Gorbea;;-3,666515;40,395508;Calle  de Peña Gorbea,
RESTO;PUENTE DE VALLECAS;CALLE;de la Concordia;;-3,665825;40,395145;Calle  de la Concordia,
RESTO;PUENTE DE VALLECAS;CALLE;de López Grass;;-3,660501;40,396457;Calle  de López Grass,
RESTO;PUENTE DE VALLECAS;CALLEJON;de los Milagros;;-3,6666119;40,396456;Callejón de los Milagros,
RESTO;PUENTE DE VALLECAS;CALLE;de Venancio Martín;;-3,658474;40,39733;Calle  de Venancio Martín,
RESTO;CARABANCHEL;CALLE;del Francolín;;-3,742395;40,3844491;Calle  del Francolín,
RESTO;CARABANCHEL;CALLE;de Joaquín Rivero;;-3,750935;40,373763;Calle  de Joaquín Rivero,
RESTO;CARABANCHEL;CALLE;de Víctor Manuel III;;-3,720953;40,3896221;Calle  de Víctor Manuel III,
RESTO;CARABANCHEL;CALLE;de la Amistad;;-3,739278;40,3895981;Calle  de la Amistad,
RESTO;CARABANCHEL;CALLE;de Favila;;-3,726178;40,395481;Calle  de Favila,
RESTO;CARABANCHEL;CALLE;de Favila;;-3,726784;40,395329;Calle  de Favila,
RESTO;CARABANCHEL;CALLE;de Jacobinia;;-3,749728;40,376918;Calle  de Jacobinia,
RESTO;CARABANCHEL;CALLE;de la Alberca de Záncara;;-3,742006;40,3745061;Calle  de la Alberca de Záncara,
RESTO;CARABANCHEL;PLAZA;Seis de Diciembre;;-3,750054;40,3736421;Plaza  Seis de Diciembre,
RESTO;CARABANCHEL;CALLE;de San Niceto;;-3,725508;40,392025;Calle  de San Niceto,
RESTO;CARABANCHEL;CALLE;de Josefa Fernández Buterga;;-3,718833;40,3916111;Calle  de Josefa Fernández Buterga,
RESTO;CARABANCHEL;CALLE;de Fernando González;;-3,721391;40,391919;Calle  de Fernando González,
RESTO;CARABANCHEL;CALLE;de la Radio;;-3,722847;40,392368;Calle  de la Radio,
RESTO;CARABANCHEL;CALLE;de la Guitarra;;-3,75284;40,3715121;Calle  de la Guitarra,
RESTO;USERA;PLAZA;de Angélica Señora;;-3,6989191;40,382998;Plaza  de Angélica Señora,
RESTO;USERA;CALLE;de Mercedes Manjón;;-3,707619;40,386316;Calle  de Mercedes Manjón,
RESTO;VILLAVERDE;CALLE;de Lazcano;;-3,694417;40,352192;Calle  de Lazcano,
RESTO;VILLAVERDE;CALLE;del Doctor Pérez Domínguez;;-3,70655;40,347042;Calle  del Doctor Pérez Domínguez,
RESTO;VILLAVERDE;CALLE;de Gregorio Ortiz;;-3,705962;40,34372;Calle  de Gregorio Ortiz,
RESTO;VILLAVERDE;CALLE;de Nuño Gómez;;-3,716552;40,343945;Calle  de Nuño Gómez,
RESTO;VILLAVERDE;CALLE;de Eduardo Minguito;;-3,688166;40,3484991;Calle  de Eduardo Minguito,
RESTO;VILLAVERDE;PASEO;de la Estación;;-3,684633;40,3536171;Paseo  de la Estación,
RESTO;VILLAVERDE;CALLE;de Eduardo Minguito;;-3,686802;40,348608;Calle  de Eduardo Minguito,
RESTO;VILLA DE VALLECAS;CALLE;de Nuestra Señora de la Torre;;-3,623852;40,379276;Calle  de Nuestra Señora de la Torre,
RESTO;VILLA DE VALLECAS;CALLE;del Pico de la Cierva;;-3,617937;40,3786251;Calle  del Pico de la Cierva,
RESTO;VILLA DE VALLECAS;CALLE;de la Sierra de Encinares;;-3,62022;40,3808951;Calle  de la Sierra de Encinares,
RESTO;VILLA DE VALLECAS;PLAZA;de la Peña de Cavero;;-3,621737;40,3730371;Plaza  de la Peña de Cavero,
RESTO;VILLA DE VALLECAS;CALLE;de Jesús del Pino;;-3,623722;40,3814041;Calle  de Jesús del Pino,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6545521;40,3846741;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;PLAZA;de Martínez de la Riva;;-3,664895;40,391559;Plaza  de Martínez de la Riva,
RESTO;PUENTE DE VALLECAS;CAMINO; de la Venta del Pájaro;;-3,655243;40,3856401;Camino  de la Venta del Pájaro,
RESTO;PUENTE DE VALLECAS;CALLE;de Melquíades Biencinto;;-3,670007;40,3965021;Calle  de Melquíades Biencinto,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6539779;40,3846861;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6543321;40,3846821;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;CAMINO; de la Venta del Pájaro;;-3,655427;40,3853141;Camino  de la Venta del Pájaro,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,654772;40,3846941;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;CALLE;del Río Iguazú;;-3,6514939;40,3857241;Calle  del Río Iguazú,
RESTO;PUENTE DE VALLECAS;CALLE;de Venancio Martín;;-3,6588489;40,396363;Calle  de Venancio Martín,
RESTO;PUENTE DE VALLECAS;CALLE;de Melquíades Biencinto;;-3,669862;40,3967051;Calle  de Melquíades Biencinto,
RESTO;PUENTE DE VALLECAS;CALLE;de la Concordia;;-3,665825;40,395145;Calle  de la Concordia,
RESTO;PUENTE DE VALLECAS;CALLE;de López Grass;;-3,660501;40,396457;Calle  de López Grass,
RESTO;PUENTE DE VALLECAS;CALLEJON;de los Milagros;;-3,6666119;40,396456;Callejón de los Milagros,
RESTO;CARABANCHEL;CALLE;de Víctor Manuel III;;-3,720953;40,3896221;Calle  de Víctor Manuel III,
RESTO;CARABANCHEL;CALLE;de la Amistad;;-3,739278;40,3895981;Calle  de la Amistad,
RESTO;CARABANCHEL;CALLE;de Jacobinia;;-3,749728;40,376918;Calle  de Jacobinia,
RESTO;CARABANCHEL;CALLE;de San Niceto;;-3,725508;40,392025;Calle  de San Niceto,
RESTO;CARABANCHEL;CALLE;de Josefa Fernández Buterga;;-3,718833;40,3916111;Calle  de Josefa Fernández Buterga,
RESTO;CARABANCHEL;CALLE;de la Radio;;-3,722847;40,392368;Calle  de la Radio,
RESTO;USERA;CALLE;de la Media;;-3,707619;40,386316;Calle  de la Media,
RESTO;VILLAVERDE;CALLE;del Doctor Pérez Domínguez;;-3,70655;40,347042;Calle  del Doctor Pérez Domínguez,
RESTO;VILLAVERDE;CALLE;de Gregorio Ortiz;;-3,705962;40,34372;Calle  de Gregorio Ortiz,
RESTO;VILLA DE VALLECAS;CALLE;de Nuestra Señora de la Torre;;-3,623852;40,379276;Calle  de Nuestra Señora de la Torre,
RESTO;VILLA DE VALLECAS;CALLE;de la Sierra de Encinares;;-3,62022;40,3808951;Calle  de la Sierra de Encinares,
RESTO;VILLA DE VALLECAS;PLAZA;de la Peña de Cavero;;-3,621737;40,3730371;Plaza  de la Peña de Cavero,
RESTO;VILLA DE VALLECAS;CALLE;de Jesús del Pino;;-3,623722;40,3814041;Calle  de Jesús del Pino,
RESTO;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,6539779;40,3846861;Plaza  de San Diego,
RESTO;PUENTE DE VALLECAS;CALLE;del Río Iguazú;;-3,6514939;40,3857241;Calle  del Río Iguazú,
RESTO;PUENTE DE VALLECAS;CALLE;de la Concordia;;-3,665825;40,395145;Calle  de la Concordia,
RESTO;CARABANCHEL;CALLE;de Víctor Manuel III;;-3,720953;40,3896221;Calle  de Víctor Manuel III,
RESTO;CARABANCHEL;CALLE;de la Amistad;;-3,739278;40,3895981;Calle  de la Amistad,
RESTO;CARABANCHEL;CALLE;de Jacobinia;;-3,749728;40,376918;Calle  de Jacobinia,
RESTO;CARABANCHEL;CALLE;de Josefa Fernández Buterga;;-3,718833;40,3916111;Calle  de Josefa Fernández Buterga,
RESTO;CARABANCHEL;CALLE;de Fernando González;;-3,721391;40,391919;Calle  de Fernando González,
RESTO;VILLA DE VALLECAS;CALLE;de Nuestra Señora de la Torre;;-3,623852;40,379276;Calle  de Nuestra Señora de la Torre,
RESTO;VILLA DE VALLECAS;CALLE;de la Sierra de Encinares;;-3,62022;40,3808951;Calle  de la Sierra de Encinares,
RESTO;PUENTE DE VALLECAS;CALLE;de la Concordia;;-3,665825;40,395145;Calle  de la Concordia,
RESTO;CARABANCHEL;CALLE;de Jacobinia;;-3,749728;40,376918;Calle  de Jacobinia,
RESTO;CARABANCHEL;CALLE;de Josefa Fernández Buterga;;-3,718833;40,3916111;Calle  de Josefa Fernández Buterga,
RESTO;PUENTE DE VALLECAS;CALLE;de Peña Gorbea;;-3,665825;40,395145;Calle  de Peña Gorbea,
RESTO;CARABANCHEL;CALLE;de Jacobinia;;-3,749728;40,376918;Calle  de Jacobinia,
RESTO;CARABANCHEL;CALLE;de Jacobinia;;-3,749728;40,376918;Calle  de Jacobinia,
ENVASES;CARABANCHEL;CALLE;de la Laguna;;-3,741738;40,3865901;Calle  de la Laguna,
VIDRIO;CARABANCHEL;AVENIDA;de Abrantes;;-3,727888;40,3809111;Avenida de Abrantes,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Ramón Pérez de Ayala;;-3,652718;40,4013101;Calle  de Ramón Pérez de Ayala,
VIDRIO;VILLAVERDE;CALLE;de Moncada;;-3,691872;40,341016;Calle  de Moncada,
ENVASES;CARABANCHEL;CALLE;de Portalegre;;-3,724443;40,3890831;Calle  de Portalegre,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Javier de Miguel;;-3,663175;40,3887861;Calle  de Javier de Miguel,
ENVASES;PUENTE DE VALLECAS;CALLE;del Arroyo del Olivar;;-3,6643451;40,393231;Calle  del Arroyo del Olivar,
ORGANICA;PUENTE DE VALLECAS;CALLE;del Arroyo del Olivar;;-3,6643451;40,393231;Calle  del Arroyo del Olivar,
ENVASES;CARABANCHEL;AVENIDA;de Oporto;;-3,72614;40,3858261;Avenida de Oporto,
ENVASES;CARABANCHEL;AVENIDA;de Oporto;;-3,72614;40,3858261;Avenida de Oporto,
ENVASES;CARABANCHEL;AVENIDA;de Oporto;;-3,726055;40,3858061;Avenida de Oporto,
ENVASES;CARABANCHEL;AVENIDA;de Oporto;;-3,726055;40,3858061;Avenida de Oporto,
ENVASES;VILLA DE VALLECAS;CAMINO; de los Talleres;;-3,627457;40,380717;Camino  de los Talleres,
ENVASES;VILLA DE VALLECAS;CAMINO; de los Talleres;;-3,627457;40,380717;Camino  de los Talleres,
ORGANICA;VILLA DE VALLECAS;CAMINO; de los Talleres;;-3,627457;40,380717;Camino  de los Talleres,
VIDRIO;CARABANCHEL;VIA;Lusitana;;-3,720336;40,3836761;Vía Lusitana,
ENVASES;CARABANCHEL;CALLE;de Argüeso;;-3,725765;40,386212;Calle  de Argüeso,
ENVASES;CARABANCHEL;CALLE;de Argüeso;;-3,725765;40,386212;Calle  de Argüeso,
VIDRIO;USERA;CALLE;del Cristo de la Victoria;;-3,707322;40,379063;Calle  del Cristo de la Victoria,
ENVASES;USERA;CALLE;del Cristo de la Victoria;;-3,703029;40,3792931;Calle  del Cristo de la Victoria,
ENVASES;USERA;CALLE;del Cristo de la Victoria;;-3,703991;40,378435;Calle  del Cristo de la Victoria,
ENVASES;USERA;CALLE;del Cristo de la Victoria;;-3,703438;40,3787571;Calle  del Cristo de la Victoria,
VIDRIO;USERA;AVENIDA;de los Poblados;;-3,698982;40,370888;Avenida de los Poblados,
ENVASES;PUENTE DE VALLECAS;CALLE;de Almuradiel;;-3,6734249;40,3799011;Calle  de Almuradiel,
ENVASES;PUENTE DE VALLECAS;CALLE;de Almuradiel;;-3,6734249;40,3799011;Calle  de Almuradiel,
ORGANICA;PUENTE DE VALLECAS;CALLE;de Almuradiel;;-3,6734249;40,3799011;Calle  de Almuradiel,
ENVASES;CARABANCHEL;CALLE;de Alejandro Sánchez;;-3,7243359;40,390383;Calle  de Alejandro Sánchez,
ENVASES;CARABANCHEL;CALLE;de Alejandro Sánchez;;-3,7243359;40,390383;Calle  de Alejandro Sánchez,
VIDRIO;CARABANCHEL;CALLE;de Santa Lucrecia;;-3,719147;40,3864591;Calle  de Santa Lucrecia,
VIDRIO;CARABANCHEL;CALLE;de Santa Lucrecia;;-3,719147;40,3864591;Calle  de Santa Lucrecia,
ENVASES;CARABANCHEL;AVENIDA;de lPlazde Toros;;-3,73782;40,385814;Avenida de lPlazde Toros,
VIDRIO;CARABANCHEL;AVENIDA;de lPlazde Toros;;-3,737857;40,3857651;Avenida de lPlazde Toros,
ENVASES;PUENTE DE VALLECAS;CALLE;de Membezar;;-3,671934;40,377495;Calle  de Membezar,
ENVASES;PUENTE DE VALLECAS;CALLE;de Membezar;;-3,671934;40,377495;Calle  de Membezar,
ORGANICA;PUENTE DE VALLECAS;CALLE;de Membezar;;-3,671934;40,377495;Calle  de Membezar,
ENVASES;CARABANCHEL;CALLE;del Cabo Nicolás Mur;;-3,732732;40,3945901;Calle  del Cabo Nicolás Mur,
ENVASES;CARABANCHEL;CALLE;del Cabo Nicolás Mur;;-3,7316481;40,3945081;Calle  del Cabo Nicolás Mur,
ENVASES;CARABANCHEL;CALLE;del Cabo Nicolás Mur;;-3,7320421;40,39456;Calle  del Cabo Nicolás Mur,
ENVASES;CARABANCHEL;CALLE;del Cabo Nicolás Mur;;-3,732732;40,3945901;Calle  del Cabo Nicolás Mur,
ENVASES;CARABANCHEL;GLORIETA;del Valle de Oro;;-3,7302911;40,387794;Glorieta del Valle de Oro,
ENVASES;CARABANCHEL;GLORIETA;del Valle de Oro;;-3,7302911;40,387794;Glorieta del Valle de Oro,
ORGANICA;PUENTE DE VALLECAS;CALLE;de Peña Trevinca;;-3,661204;40,392425;Calle  de Peña Trevinca,
ENVASES;PUENTE DE VALLECAS;CALLE;de Peña Trevinca;;-3,661204;40,392425;Calle  de Peña Trevinca,
ENVASES;PUENTE DE VALLECAS;CALLE;de Sierra Bermeja;;-3,663704;40,391285;Calle  de Sierra Bermeja,
ENVASES;PUENTE DE VALLECAS;CALLE;de Sierra Bermeja;;-3,663704;40,391285;Calle  de Sierra Bermeja,
ORGANICA;PUENTE DE VALLECAS;CALLE;de Sierra Bermeja;;-3,663704;40,391285;Calle  de Sierra Bermeja,
ENVASES;CARABANCHEL;CALLE;de Aguilar del Río;;-3,758949;40,3711561;Calle  de Aguilar del Río,
ENVASES;CARABANCHEL;CALLE;de Aguilar del Río;;-3,758949;40,3711561;Calle  de Aguilar del Río,
VIDRIO;CARABANCHEL;CALLE;de Fontiveros;;-3,746271;40,3849201;Calle  de Fontiveros,
ENVASES;VILLAVERDE;CALLE;del Mariscal Gutiérrez de Otero;;-3,7026119;40,3452931;Calle  del Mariscal Gutiérrez de Otero,
ENVASES;VILLAVERDE;CALLE;del Mariscal Gutiérrez de Otero;;-3,7026119;40,3452931;Calle  del Mariscal Gutiérrez de Otero,
ORGANICA;VILLAVERDE;CALLE;del Mariscal Gutiérrez de Otero;;-3,7026119;40,3452931;Calle  del Mariscal Gutiérrez de Otero,
ORGANICA;VILLAVERDE;CALLE;del Mariscal Gutiérrez de Otero;;-3,7026119;40,3452931;Calle  del Mariscal Gutiérrez de Otero,
ENVASES;PUENTE DE VALLECAS;PLAZA;de Mariana Pineda;;-3,655566;40,392829;Plaza  de Mariana Pineda,
ORGANICA;PUENTE DE VALLECAS;PLAZA;de Mariana Pineda;;-3,655566;40,392829;Plaza  de Mariana Pineda,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,600119;40,364216;Avenida del Ensanche de Vallecas,
VIDRIO;ARGANZUELA;PASEO;de la Virgen del Puerto;;-3,721107;40,4094901;Paseo  de la Virgen del Puerto,
ENVASES;VILLAVERDE;CALLE;de Amadeo Fernández;;-3,704495;40,344156;Calle  de Amadeo Fernández,
ENVASES;VILLAVERDE;CALLE;de Amadeo Fernández;;-3,7057719;40,3443971;Calle  de Amadeo Fernández,
ENVASES;VILLAVERDE;CALLE;de Amadeo Fernández;;-3,705311;40,344294;Calle  de Amadeo Fernández,
ENVASES;VILLAVERDE;CALLE;de Amadeo Fernández;;-3,704495;40,344156;Calle  de Amadeo Fernández,
ORGANICA;VILLAVERDE;CALLE;de Amadeo Fernández;;-3,704495;40,344156;Calle  de Amadeo Fernández,
ORGANICA;VILLAVERDE;CALLE;de Amadeo Fernández;;-3,7057719;40,3443971;Calle  de Amadeo Fernández,
ORGANICA;VILLAVERDE;CALLE;de Amadeo Fernández;;-3,705311;40,344294;Calle  de Amadeo Fernández,
ORGANICA;VILLAVERDE;CALLE;de Amadeo Fernández;;-3,704495;40,344156;Calle  de Amadeo Fernández,
ENVASES;CARABANCHEL;CALLE;de Chindasvinto;;-3,728849;40,394856;Calle  de Chindasvinto,
